Area,Property,Furnished Status,Bathroom,Society,Price,Floor,Status
387,1 BHK,Unfurnished,Bathroom 1,Eco City,22 Lac,5 out of 7,Ready to Move
432,2 BHK,Semi-Furnished,Bathroom 2,Capital City,35 Lac,2 out of 5,Ready to Move
504,2 BHK,Unfurnished,Bathroom 2,Capital City,40 Lac,3 out of 8,Ready to Move
612,2 BHK,Furnished,Bathroom 2,BODH ASHA APARTMENT,65 Lac,2 out of 3,Ready to Move
454,1 BHK,Furnished,Bathroom 1,Bhargav Apartment,38 Lac,4 out of 4,Ready to Move
303,1 BHK,Unfurnished,Bathroom 1,Carpet Area 303 sqft Status Ready to Move Floor 6 out of 8 Transaction Resale Furnishing Unfurnished Society Bhagwan Gautam Buddha Society,10 Lac,6 out of 8,Ready to Move
335,1 BHK,Unfurnished,Bathroom 1,Carpet Area 335 sqft Status Ready to Move Floor 6 out of 7 Transaction Resale Furnishing Unfurnished Society Bhagwan Gautam Buddha Society,15 Lac,6 out of 7,Ready to Move
443,1 BHK,Unfurnished,Bathroom 1,Bhagirathi Heights,43 Lac,5 out of 5,Ready to Move
696,2 BHK,Unfurnished,Bathroom 2,Balaji Buildcon,51 Lac,1 out of 4,Ready to Move
756,2 BHK,Semi-Furnished,Bathroom 2,Shah Prestige Gold,75.5 Lac,8 out of 14,Ready to Move
756,2 BHK,Unfurnished,Bathroom 2,Shah Prestige Gold,77.5 Lac,8 out of 14,Ready to Move
468,2 BHK,Unfurnished,Bathroom 1,Gurukrupa Park,30 Lac,2 out of 6,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,Kalash Homes,38.5 Lac,9 out of 10,Ready to Move
662,2 BHK,Semi-Furnished,Bathroom 2,Kalash Homes,36 Lac,4 out of 10,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Kalash Homes,40 Lac,1 out of 10,Ready to Move
673,2 BHK,Unfurnished,Bathroom 2,Kalash Homes,37 Lac,4 out of 10,Ready to Move
706,2 BHK,Unfurnished,Bathroom 2,Kalash Homes,37 Lac,5 out of 10,Ready to Move
464,1 BHK,Furnished,Bathroom 1,Avenir society,35 Lac,2 out of 5,Ready to Move
360,1 BHK,Unfurnished,Bathroom 2,Golden Shine City,36 Lac,7 out of 12,Ready to Move
396,1 BHK,Unfurnished,Bathroom 1,Golden Shine City,30 Lac,8 out of 9,Ready to Move
546,2 BHK,Unfurnished,Bathroom 2,Sai Hira Classique,33 Lac,2 out of 6,Ready to Move
756,2 BHK,Unfurnished,Bathroom 2,Prakash Royal Elegance,87 Lac,10 out of 12,Ready to Move
490,1 BHK,Unfurnished,Bathroom 1,Gagan Renaissance,35 Lac,7 out of 11,Ready to Move
442,1 BHK,Furnished,Bathroom 1,Everest Plaza,59 Lac,5 out of 12,Ready to Move
756,2 BHK,Unfurnished,Bathroom 2,Shakuntala Kanade Nagar,55 Lac,6 out of 12,Ready to Move
438,1 BHK,Furnished,Bathroom 1,Sarthak Heights,25 Lac,1 out of 5,Ready to Move
1656,4 BHK,Furnished,Bathroom 4,Flower Valley,3 Cr,1 out of 11,Ready to Move
1044,3 BHK,Semi-Furnished,Bathroom 3,Silver Dale,1.30 Cr,2 out of 7,Ready to Move
584,2 BHK,Unfurnished,Bathroom 2,Silver Nest,45 Lac,3 out of 5,Ready to Move
468,2 BHK,Unfurnished,Bathroom 2,Akshara Platinum,62 Lac,1 out of 9,Ready to Move
360,1 BHK,Semi-Furnished,Bathroom 1,Yeole,45 Lac,2 out of 3,Ready to Move
778,2 BHK,Furnished,Bathroom 2,Atria Grande,55 Lac,3 out of 6,Ready to Move
763,2 BHK,Semi-Furnished,Bathroom 2,Atria Grande,67 Lac,2 out of 11,Ready to Move
504,1 BHK,Unfurnished,Bathroom 2,Shreeram Kalash,36 Lac,4 out of 4,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,SHANTAI GREEN,42 Lac,6 out of 12,Ready to Move
482,1 BHK,Unfurnished,Bathroom 1,SHANTAI GREEN,40 Lac,7 out of 13,Ready to Move
403,1 BHK,Unfurnished,Bathroom 2,DMK Stella Towers,30 Lac,10 out of 14,Ready to Move
344,1 BHK,Semi-Furnished,Bathroom 2,DMK Stella Towers,35 Lac,10 out of 15,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Sunflower Apartment CHS,45 Lac,9 out of 10,Ready to Move
463,1 BHK,Furnished,Bathroom 1,Yogesh Gandharva Nagari Community Villa,32 Lac,2 out of 4,Ready to Move
648,3 BHK,Unfurnished,Bathroom 2,XRBIA Eiffel City Phase I,34 Lac,11 out of 13,Ready to Move
459,1 BHK,Semi-Furnished,Bathroom 1,Sidhi Apartment,39 Lac,4 out of 5,Ready to Move
1314,3 BHK,Furnished,Bathroom 3,Brahmacorp F Residences Phase III,2.15 Cr,13 out of 23,Ready to Move
720,2 BHK,Unfurnished,Bathroom 2,Shubhankar Apartment,65 Lac,6 out of 6,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Sharvil Apartment,65 Lac,2 out of 11,Ready to Move
389,1 BHK,Unfurnished,Bathroom 1,Rajgardan Apartment,32 Lac,3 out of 5,Ready to Move
492,2 BHK,Semi-Furnished,Bathroom 2,Audumbar Heights,58 Lac,4 out of 7,Ready to Move
585,2 BHK,Unfurnished,Bathroom 2,Artharaj Hillock Towers Phase II,37 Lac,7 out of 12,Ready to Move
451,2 BHK,Unfurnished,Bathroom 2,Artharaj Hillock Towers Phase II,25.5 Lac,7 out of 10,Ready to Move
530,2 BHK,Unfurnished,Bathroom 2,Artharaj Hillock Towers Phase II,35 Lac,10 out of 12,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,SVB Future City,25 Lac,3 out of 11,Ready to Move
936,3 BHK,Unfurnished,Bathroom 2,Gokhale Ira,85 Lac,1 out of 6,Ready to Move
446,1 BHK,Semi-Furnished,Bathroom 2,Vardhaman Dreams Phase II,50 Lac,1 out of 8,Ready to Move
616,3 BHK,Semi-Furnished,Bathroom 2,Prasad Park,72 Lac,Ground out of 4,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Mehta Apartments,96 Lac,2 out of 4,Ready to Move
423,1 BHK,Semi-Furnished,Bathroom 1,Manjula Heights,21 Lac,1 out of 5,Ready to Move
752,2 BHK,Semi-Furnished,Bathroom 1,Sarita Nagari CHS,1 Cr,1 out of 8,Ready to Move
240,1 BHK,Semi-Furnished,Bathroom 1,Venkatesh Apartment Shivane,15 Lac,5 out of 6,Ready to Move
396,1 BHK,Unfurnished,Bathroom 1,Darpan Apartment,20 Lac,3 out of 4,Ready to Move
425,2 BHK,Unfurnished,Bathroom 1,Dangat Garden,15.5 Lac,Ground out of 5,Ready to Move
413,1 BHK,Semi-Furnished,Bathroom 1,Shriram Apartment Karve Nagar,50 Lac,3 out of 5,Ready to Move
449,1 BHK,Unfurnished,Bathroom 1,Sai Residency Dhanori,29 Lac,3 out of 3,Ready to Move
415,1 BHK,Unfurnished,Bathroom 1,Sai Residency Wagholi,30.5 Lac,1 out of 5,Ready to Move
687,2 BHK,Unfurnished,Bathroom 2,Shanti Niketan Apartment Hadapsar,80 Lac,1 out of 6,Ready to Move
680,2 BHK,Furnished,Bathroom 2,Sai Park Ghorpadi,57 Lac,1 out of 4,Ready to Move
403,1 BHK,Semi-Furnished,Bathroom 2,Anand Residency Thergaon,39 Lac,2 out of 5,Ready to Move
720,2 BHK,Unfurnished,Bathroom 2,Kedar Apartment Dhankawadi,30 Lac,Ground out of 4,Ready to Move
540,2 BHK,Semi-Furnished,Bathroom 1,Ganesh Garden Apartment Vadgaon budruk,40 Lac,2 out of 5,Ready to Move
929,3 BHK,Semi-Furnished,Bathroom 3,Jay Malhar Apartment Kothrud,1.90 Cr,Ground out of 1,Ready to Move
583,2 BHK,Furnished,Bathroom 2,Vithu Mauli Complex,35 Lac,1 out of 5,Ready to Move
442,1 BHK,Unfurnished,Bathroom 1,Zohra Apartment,34 Lac,3 out of 4,Ready to Move
504,2 BHK,Semi-Furnished,Bathroom 2,Vishwajeet Apartment,70 Lac,3 out of 4,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,Zam Zam Residency,30 Lac,2 out of 6,Ready to Move
936,3 BHK,Unfurnished,Bathroom 2,Temple Tower,50 Lac,5 out of 6,Ready to Move
432,1 BHK,Semi-Furnished,Bathroom 1,Sonigara Sankalp,52 Lac,4 out of 5,Ready to Move
490,1 BHK,Semi-Furnished,Bathroom 1,Sonigara Sankalp,40 Lac,3 out of 5,Ready to Move
1008,3 BHK,Furnished,Bathroom 3,Sukhwani Citi,1.10 Cr,2 out of 5,Ready to Move
324,1 BHK,Unfurnished,Bathroom 1,Shubham Sneha Apartment,25 Lac,1 out of 4,Ready to Move
653,2 BHK,Semi-Furnished,Bathroom 2,Shree Dutt Vihar Apartment,45 Lac,3 out of 6,Ready to Move
359,1 BHK,Unfurnished,Bathroom 1,Shree Swami Samarth Sankul Apartment,25 Lac,2 out of 4,Ready to Move
446,1 BHK,Semi-Furnished,Bathroom 1,Shree Swami Krupa CHS,32 Lac,1 out of 5,Ready to Move
288,1 BHK,Unfurnished,Bathroom 1,Shivsadhana CHS,15 Lac,3 out of 4,Ready to Move
259,1 BHK,Semi-Furnished,Bathroom 1,Sami Apartment,20 Lac,11 out of 13,Ready to Move
504,2 BHK,Unfurnished,Bathroom 1,Shivganga CHS,27 Lac,2 out of 5,Ready to Move
619,2 BHK,Unfurnished,Bathroom 2,Shreeram Residency Vishal Nagar,63 Lac,3 out of 6,Ready to Move
288,1 BHK,Unfurnished,Bathroom 1,Shivtirth Apartment Gulab Nagar,18 Lac,3 out of 3,Ready to Move
598,2 BHK,Semi-Furnished,Bathroom 1,Shivtirth Apartment Gulab Nagar,35 Lac,2 out of 6,Ready to Move
684,2 BHK,Furnished,Bathroom 2,Shreeyash apartment,87 Lac,2 out of 6,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Yashobhumi Silver Park,55 Lac,1 out of 5,Ready to Move
562,2 BHK,Unfurnished,Bathroom 2,Royale Plaza,35 Lac,3 out of 4,Ready to Move
461,2 BHK,Unfurnished,Bathroom 2,Kanchan Vrundavan Business Complex,23 Lac,3 out of 4,Ready to Move
619,2 BHK,Unfurnished,Bathroom 2,GDS Capital Square,32 Lac,7 out of 7,Ready to Move
584,2 BHK,Unfurnished,Bathroom 2,Karha Gold,63 Lac,2 out of 3,Ready to Move
1070,2 BHK,Semi-Furnished,Bathroom 3,Raichandani Ten Square,1.10 Cr,9 out of 11,Ready to Move
400,1 BHK,Unfurnished,Bathroom 1,KUL Ecoloch Amenity,38.5 Lac,5 out of 8,Ready to Move
504,2 BHK,Semi-Furnished,Bathroom 1,Sayli Complex,37 Lac,4 out of 5,Ready to Move
670,2 BHK,Unfurnished,Bathroom 2,Waghere Empire,70 Lac,2 out of 6,Ready to Move
468,1 BHK,Semi-Furnished,Bathroom 1,Sonigara Sankalp,35 Lac,3 out of 4,Ready to Move
648,2 BHK,Unfurnished,Bathroom 2,Shree Morya Gosavi Raj Park,58 Lac,3 out of 6,Ready to Move
648,3 BHK,Unfurnished,Bathroom 3,Mantra 7 Hills,58 Lac,6 out of 12,Ready to Move
482,2 BHK,Unfurnished,Bathroom 2,Mantra 7 Hills,45 Lac,3 out of 12,Ready to Move
576,3 BHK,Semi-Furnished,Bathroom 3,Mantra 7 Hills,55 Lac,5 out of 12,Ready to Move
578,3 BHK,Unfurnished,Bathroom 3,Mantra 7 Hills,55 Lac,6 out of 10,Ready to Move
504,2 BHK,Unfurnished,Bathroom 2,Mantra 7 Hills,38 Lac,5 out of 13,Ready to Move
468,1 BHK,Semi-Furnished,Bathroom 1,Angal Nakshatra,49 Lac,7 out of 7,Ready to Move
619,2 BHK,Unfurnished,Bathroom 2,Vilochan Residency,52 Lac,4 out of 6,Ready to Move
612,2 BHK,Furnished,Bathroom 2,Vilochan Residency,42 Lac,4 out of 5,Ready to Move
619,2 BHK,Unfurnished,Bathroom 2,Vilochan Residency,50 Lac,4 out of 5,Ready to Move
720,2 BHK,Unfurnished,Bathroom 2,Whistling Winds,55 Lac,3 out of 8,Ready to Move
611,2 BHK,Semi-Furnished,Bathroom 2,Ramana Srushti,49 Lac,3 out of 5,Ready to Move
296,1 BHK,Unfurnished,Bathroom 1,Puraniks Aldea,51 Lac,8 out of 15,Ready to Move
468,1 BHK,Semi-Furnished,Bathroom 1,Puraniks Aldea,54 Lac,3 out of 15,Ready to Move
680,2 BHK,Unfurnished,Bathroom 2,Punyavaastu,56 Lac,5 out of 8,Ready to Move
706,2 BHK,Unfurnished,Bathroom 2,RR Akshay Srushti,51 Lac,6 out of 9,Ready to Move
396,1 BHK,Semi-Furnished,Bathroom 1,Prakalp Paradise,37 Lac,4 out of 6,Ready to Move
468,1 BHK,Furnished,Bathroom 1,Prasun Puram,40 Lac,1 out of 4,Ready to Move
468,1 BHK,Semi-Furnished,Bathroom 1,Sai Enclave,45 Lac,3 out of 3,Ready to Move
396,1 BHK,Unfurnished,Bathroom 1,Shreeram Swapnapurti,24 Lac,1 out of 4,Ready to Move
612,2 BHK,Semi-Furnished,Bathroom 2,Popular Colony,60 Lac,Ground out of 8,Ready to Move
670,2 BHK,Furnished,Bathroom 2,Popular Colony,65 Lac,9 out of 12,Ready to Move
636,2 BHK,Unfurnished,Bathroom 2,Popular Colony,52 Lac,10 out of 11,Ready to Move
643,2 BHK,Unfurnished,Bathroom 2,Popular Colony,65 Lac,5 out of 11,Ready to Move
454,1 BHK,Unfurnished,Bathroom 1,Sai Niketan,25 Lac,1 out of 6,Ready to Move
446,1 BHK,Unfurnished,Bathroom 1,Sadguru Park,25 Lac,4 out of 5,Ready to Move
466,1 BHK,Unfurnished,Bathroom 1,Vaibhav Nagar,40 Lac,2 out of 7,Ready to Move
756,2 BHK,Semi-Furnished,Bathroom 2,Stone Ridge F Building,62 Lac,6 out of 7,Ready to Move
410,1 BHK,Semi-Furnished,Bathroom 1,Ganesh Kinara,45 Lac,2 out of 5,Ready to Move
310,1 BHK,Unfurnished,Bathroom 1,Sukhvastu,17.5 Lac,9 out of 10,Ready to Move
720,2 BHK,Furnished,Bathroom 2,Shankeshwar Crimson,65 Lac,1 out of 11,Ready to Move
881,3 BHK,Unfurnished,Bathroom 3,The Address Residential,98 Lac,6 out of 12,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Buildstrong Vistara,29 Lac,8 out of 9,Ready to Move
410,1 BHK,Semi-Furnished,Bathroom 1,Rudra CHS,35 Lac,1 out of 5,Ready to Move
590,2 BHK,Unfurnished,Bathroom 2,Sanavi Aangan,42 Lac,2 out of 3,Ready to Move
444,2 BHK,Furnished,Bathroom 2,Aashiyana Vihar CHS,52 Lac,1 out of 3,Ready to Move
792,2 BHK,Semi-Furnished,Bathroom 2,Suvidha CHS,69.9 Lac,2 out of 4,Ready to Move
540,2 BHK,Unfurnished,Bathroom 2,Parth Vihar CHS,40 Lac,4 out of 5,Ready to Move
518,1 BHK,Unfurnished,Bathroom 1,Hill View Park Apartment,29 Lac,1 out of 6,Ready to Move
612,2 BHK,Unfurnished,Bathroom 2,Shreeraj Apartment,50 Lac,2 out of 4,Ready to Move
302,1 BHK,Semi-Furnished,Bathroom 1,Jamil Manzil,13.5 Lac,3 out of 6,Ready to Move
385,1 BHK,Semi-Furnished,Bathroom 1,Kaka Residency,34 Lac,2 out of 5,Ready to Move
1136,3 BHK,Semi-Furnished,Bathroom 3,PRA The Lake District Phase IV,75 Lac,9 out of 13,Ready to Move
546,2 BHK,Unfurnished,Bathroom 2,Dimension Ikon,42 Lac,2 out of 5,Ready to Move
446,1 BHK,Unfurnished,Bathroom 1,Suyash Srushti Phase I,30 Lac,3 out of 4,Ready to Move
662,2 BHK,Unfurnished,Bathroom 2,Bloom City Apartment,65 Lac,4 out of 5,Ready to Move
432,1 BHK,Semi-Furnished,Bathroom 1,Panama Silver Stone Row Houses Phase II,29 Lac,2 out of 7,Ready to Move
403,1 BHK,Semi-Furnished,Bathroom 1,Kaustubh Apartment,45 Lac,3 out of 3,Ready to Move
349,1 BHK,Unfurnished,Bathroom 1,Playtor Childscapes Paud,18 Lac,2 out of 4,Ready to Move
695,2 BHK,Unfurnished,Bathroom 2,Anand Vaastu,39 Lac,3 out of 4,Ready to Move
493,1 BHK,Unfurnished,Bathroom 1,Sahil Residency,45 Lac,1 out of 6,Ready to Move
576,2 BHK,Furnished,Bathroom 2,Pushpamala Apartment,55 Lac,2 out of 3,Ready to Move
338,1 BHK,Unfurnished,Bathroom 1,Pragati Pooja Apartment,30 Lac,2 out of 7,Ready to Move
1224,3 BHK,Unfurnished,Bathroom 3,Akashdeep Apartment,2.60 Cr,2 out of 8,Ready to Move
227,1 BHK,Unfurnished,Bathroom 1,Xrbia Sneh Properties,17 Lac,Ground out of 8,Ready to Move
423,1 BHK,Unfurnished,Bathroom 1,Ashtavinayak Aarambh Apartment,26 Lac,2 out of 4,Ready to Move
421,1 BHK,Unfurnished,Bathroom 1,Ashtavinayak Aarambh Apartment,25 Lac,2 out of 4,Ready to Move
653,2 BHK,Furnished,Bathroom 2,Sainath Pinewood Carpet Area 653 sqft Status Ready to Move Floor 11 out of 11 Transaction Resale Furnishing Furnished Society Sainath Pinewood,90 Lac,11 out of 11,Ready to Move
533,2 BHK,Furnished,Bathroom 2,Parvati Classic CHS,45 Lac,1 out of 7,Ready to Move
1030,3 BHK,Semi-Furnished,Bathroom 3,Kalpataru Iris,1.15 Cr,6 out of 14,Ready to Move
439,1 BHK,Semi-Furnished,Bathroom 1,Sanjeevani Sangam,39 Lac,3 out of 4,Ready to Move
536,2 BHK,Unfurnished,Bathroom 2,Goel Gyan Ganga,55 Lac,3 out of 6,Ready to Move
691,2 BHK,Semi-Furnished,Bathroom 2,Shivam Serene Scapes,62 Lac,12 out of 13,Ready to Move
612,2 BHK,Unfurnished,Bathroom 2,Kohinoor Begonia,35 Lac,1 out of 8,Ready to Move
619,2 BHK,Unfurnished,Bathroom 2,Kohinoor Begonia,32 Lac,6 out of 8,Ready to Move
671,2 BHK,Furnished,Bathroom 2,J J Adora,75 Lac,5 out of 6,Ready to Move
792,2 BHK,Semi-Furnished,Bathroom 2,Garve Amora Homes,62 Lac,8 out of 11,Ready to Move
548,1 BHK,Semi-Furnished,Bathroom 1,Vanalika,25 Lac,11 out of 13,Ready to Move
451,2 BHK,Unfurnished,Bathroom 2,Dewachi Urli,40 Lac,7 out of 10,Ready to Move
497,2 BHK,Semi-Furnished,Bathroom 1,Commanders AayushPark,28.1 Lac,7 out of 7,Ready to Move
468,1 BHK,Furnished,Bathroom 2,Ganga Kunj,85 Lac,2 out of 5,Ready to Move
512,2 BHK,Unfurnished,Bathroom 2,Ganga Kunj,40 Lac,4 out of 5,Ready to Move
408,1 BHK,Unfurnished,Bathroom 1,Dwarka City,20 Lac,1 out of 7,Ready to Move
562,2 BHK,Unfurnished,Bathroom 1,Pride Lotus,34 Lac,5 out of 11,Ready to Move
619,2 BHK,Unfurnished,Bathroom 2,Riddhi Siddhi Towers,40 Lac,8 out of 8,Ready to Move
679,2 BHK,Furnished,Bathroom 2,Riddhi Siddhi Towers,58 Lac,6 out of 9,Ready to Move
324,1 BHK,Unfurnished,Bathroom 1,Shri Ghanoba Vighnharta Park,18 Lac,4 out of 5,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Life Republic Clubhouse,36 Lac,1 out of 22,Ready to Move
544,2 BHK,Unfurnished,Bathroom 2,Urbangram,32 Lac,9 out of 12,Ready to Move
310,1 BHK,Semi-Furnished,Bathroom 1,Kirkatwadi,95 Lac,3 out of 5,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Kirkatwadi,32 Lac,6 out of 12,Ready to Move
468,1 BHK,Semi-Furnished,Bathroom 1,Kirkatwadi,26 Lac,3 out of 4,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Paranjape Athashri Xion,58 Lac,1 out of 9,Ready to Move
570,2 BHK,Unfurnished,Bathroom 2,Commanders Aayush Park,36 Lac,6 out of 9,Ready to Move
297,1 BHK,Unfurnished,Bathroom 1,Unicon Nivasa,16 Lac,2 out of 6,Ready to Move
439,1 BHK,Unfurnished,Bathroom 1,Gmc Ganga,42 Lac,4 out of 4,Ready to Move
727,2 BHK,Furnished,Bathroom 2,Gmc Empire I,72 Lac,3 out of 3,Ready to Move
662,3 BHK,Semi-Furnished,Bathroom 2,Morya,78 Lac,2 out of 4,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,Daisy Daffodils,42 Lac,1 out of 4,Ready to Move
677,2 BHK,Unfurnished,Bathroom 2,Pratik Nagar,33 Lac,2 out of 3,Ready to Move
713,2 BHK,Unfurnished,Bathroom 2,Regency Avenue,35 Lac,Ground out of 3,Ready to Move
464,1 BHK,Unfurnished,Bathroom 1,Regency Park,30 Lac,1 out of 4,Ready to Move
472,1 BHK,Unfurnished,Bathroom 1,Mantra Parkview,40 Lac,3 out of 14,Ready to Move
349,1 BHK,Furnished,Bathroom 1,Prestige Park,30 Lac,3 out of 5,Ready to Move
1035,3 BHK,Semi-Furnished,Bathroom 3,Ravima Feel Bliss,1.33 Cr,6 out of 12,Ready to Move
643,2 BHK,Unfurnished,Bathroom 2,Sumeru Residency,44 Lac,7 out of 8,Ready to Move
454,1 BHK,Semi-Furnished,Bathroom 2,Kanchan Onyx,36 Lac,9 out of 11,Ready to Move
461,1 BHK,Unfurnished,Bathroom 2,Kanchan Onyx,31.5 Lac,7 out of 12,Ready to Move
467,1 BHK,Semi-Furnished,Bathroom 2,Kanchan Onyx,40 Lac,5 out of 12,Ready to Move
1079,3 BHK,Furnished,Bathroom 3,Kanchan Onyx,1 Cr,2 out of 11,Ready to Move
901,2 BHK,Semi-Furnished,Bathroom 2,Casa Mia,62 Lac,4 out of 14,Ready to Move
490,1 BHK,Semi-Furnished,Bathroom 2,Pragati Nandini Bellus,45 Lac,1 out of 12,Ready to Move
778,2 BHK,Furnished,Bathroom 2,Prudentia Towers,74 Lac,5 out of 16,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Venkatesh Lake Life,35 Lac,9 out of 11,Ready to Move
540,2 BHK,Unfurnished,Bathroom 2,OM Shriniwas Venkatesh Classic,55 Lac,10 out of 12,Ready to Move
646,2 BHK,Semi-Furnished,Bathroom 2,Shree Dhareshwar Angan,40 Lac,1 out of 5,Ready to Move
331,1 BHK,Unfurnished,Bathroom 1,Rivaah Regency,38 Lac,6 out of 9,Ready to Move
648,2 BHK,Unfurnished,Bathroom 2,Rivaah Regency,60 Lac,2 out of 9,Ready to Move
574,2 BHK,Unfurnished,Bathroom 2,Rivaah Regency,55 Lac,7 out of 9,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,Belscot Residency,90 Lac,4 out of 6,Ready to Move
449,1 BHK,Furnished,Bathroom 1,Pearl,35 Lac,11 out of 12,Ready to Move
1020,3 BHK,Semi-Furnished,Bathroom 2,Satyam Shivam,1.30 Cr,6 out of 12,Ready to Move
529,1 BHK,Unfurnished,Bathroom 1,Aaditya Malhar,45 Lac,10 out of 12,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Kanchan Sunratna,35 Lac,9 out of 9,Ready to Move
945,3 BHK,Semi-Furnished,Bathroom 3,Tropical Palms,1.20 Cr,11 out of 12,Ready to Move
723,2 BHK,Semi-Furnished,Bathroom 2,Tropical Palms,80 Lac,1 out of 15,Ready to Move
403,1 BHK,Semi-Furnished,Bathroom 1,Lotus Apartment,30 Lac,3 out of 4,Ready to Move
454,1 BHK,Unfurnished,Bathroom 1,Florida Minis,40 Lac,2 out of 5,Ready to Move
491,1 BHK,Unfurnished,Bathroom 1,Swaraj Complex,32 Lac,1 out of 7,Ready to Move
299,1 BHK,Unfurnished,Bathroom 1,Satyam Heights,22 Lac,1 out of 3,Ready to Move
